NIC_Code,NIC_Description,Variable,Year,State,Value
14,manufacture of wearing apparel,Number of Factories,1988 - 1989,Uttar Pradesh,100.0
14,manufacture of wearing apparel,Number of Factories,1989 - 1990,Uttar Pradesh,94.0
14,manufacture of wearing apparel,Number of Factories,1991 - 1992,Uttar Pradesh,130.0
14,manufacture of wearing apparel,Number of Factories,1992 - 1993,Uttar Pradesh,118.0
14,manufacture of wearing apparel,Number of Factories,1993 - 1994,Uttar Pradesh,174.0
14,manufacture of wearing apparel,Number of Factories,1994 - 1995,Uttar Pradesh,187.0
14,manufacture of wearing apparel,Number of Factories,1995 - 1996,Uttar Pradesh,171.0
14,manufacture of wearing apparel,Number of Factories,1996 - 1997,Uttar Pradesh,148.0
14,manufacture of wearing apparel,Number of Factories,1997 - 1998,Uttar Pradesh,204.0
14,manufacture of wearing apparel,Number of Factories,1998 - 1999,Uttar Pradesh,218.0
14,manufacture of wearing apparel,Number of Factories,1999 - 2000,Uttar Pradesh,244.0
14,manufacture of wearing apparel,Number of Factories,2000 - 2001,Uttar Pradesh,195.0
14,manufacture of wearing apparel,Number of Factories,2001 - 2002,Uttar Pradesh,208.0
14,manufacture of wearing apparel,Number of Factories,2002 - 2003,Uttar Pradesh,197.0
14,manufacture of wearing apparel,Number of Factories,2003 - 2004,Uttar Pradesh,257.0
14,manufacture of wearing apparel,Number of Factories,2004 - 2005,Uttar Pradesh,302.0
14,manufacture of wearing apparel,Number of Factories,2005 - 2006,Uttar Pradesh,423.0
14,manufacture of wearing apparel,Number of Factories,2006 - 2007,Uttar Pradesh,397.0
14,manufacture of wearing apparel,Number of Factories,2007 - 2008,Uttar Pradesh,357.0
14,manufacture of wearing apparel,Number of Factories,2008 - 2009,Uttar Pradesh,426.0
14,manufacture of wearing apparel,Number of Factories,2009 - 2010,Uttar Pradesh,414.0
14,manufacture of wearing apparel,Number of Factories,2010 - 2011,Uttar Pradesh,717.0
14,manufacture of wearing apparel,Number of Factories,2011 - 2012,Uttar Pradesh,745.0
14,manufacture of wearing apparel,Number of Factories,2012 - 2013,Uttar Pradesh,745.0
14,manufacture of wearing apparel,Number of Factories,2013 - 2014,Uttar Pradesh,839.0
14,manufacture of wearing apparel,Number of Factories,2014 - 2015,Uttar Pradesh,899.0
14,manufacture of wearing apparel,Number of Factories,2015 - 2016,Uttar Pradesh,995.0
14,manufacture of wearing apparel,Number of Factories,2016 - 2017,Uttar Pradesh,1030.0
14,manufacture of wearing apparel,Number of Factories,2017 - 2018,Uttar Pradesh,1191.0
14,manufacture of wearing apparel,Number of Factories,2018 - 2019,Uttar Pradesh,1064.0
14,manufacture of wearing apparel,Number of Factories,2019 - 2020,Uttar Pradesh,1190.0
14,manufacture of wearing apparel,Number of Factories,2020 - 2021,Uttar Pradesh,1170.0
14,manufacture of wearing apparel,Number of Factories,2021 - 2022,Uttar Pradesh,1538.0
14,manufacture of wearing apparel,Number of Factories,2022 - 2023,Uttar Pradesh,1662.0
14,manufacture of wearing apparel,Number of Factories,2023 - 2024,Uttar Pradesh,1917.0
14,manufacture of wearing apparel,Number of Factories,1980 - 1981,Uttarakhand,
14,manufacture of wearing apparel,Number of Factories,1981 - 1982,Uttarakhand,
14,manufacture of wearing apparel,Number of Factories,1982 - 1983,Uttarakhand,
14,manufacture of wearing apparel,Number of Factories,1983 - 1984,Uttarakhand,
14,manufacture of wearing apparel,Number of Factories,1984 - 1985,Uttarakhand,
14,manufacture of wearing apparel,Number of Factories,1985 - 1986,Uttarakhand,
14,manufacture of wearing apparel,Number of Factories,1986 - 1987,Uttarakhand,
14,manufacture of wearing apparel,Number of Factories,1987 - 1988,Uttarakhand,
14,manufacture of wearing apparel,Number of Factories,1988 - 1989,Uttarakhand,
14,manufacture of wearing apparel,Number of Factories,1989 - 1990,Uttarakhand,
14,manufacture of wearing apparel,Number of Factories,1991 - 1992,Uttarakhand,
14,manufacture of wearing apparel,Number of Factories,1992 - 1993,Uttarakhand,
14,manufacture of wearing apparel,Number of Factories,1993 - 1994,Uttarakhand,
14,manufacture of wearing apparel,Number of Factories,1994 - 1995,Uttarakhand,
14,manufacture of wearing apparel,Number of Factories,1995 - 1996,Uttarakhand,
14,manufacture of wearing apparel,Number of Factories,1996 - 1997,Uttarakhand,
14,manufacture of wearing apparel,Number of Factories,1997 - 1998,Uttarakhand,
14,manufacture of wearing apparel,Number of Factories,1998 - 1999,Uttarakhand,11.0
14,manufacture of wearing apparel,Number of Factories,1999 - 2000,Uttarakhand,
14,manufacture of wearing apparel,Number of Factories,2000 - 2001,Uttarakhand,3.0
14,manufacture of wearing apparel,Number of Factories,2001 - 2002,Uttarakhand,6.0
14,manufacture of wearing apparel,Number of Factories,2002 - 2003,Uttarakhand,3.0
14,manufacture of wearing apparel,Number of Factories,2003 - 2004,Uttarakhand,3.0
14,manufacture of wearing apparel,Number of Factories,2004 - 2005,Uttarakhand,5.0
14,manufacture of wearing apparel,Number of Factories,2005 - 2006,Uttarakhand,5.0
14,manufacture of wearing apparel,Number of Factories,2006 - 2007,Uttarakhand,11.0
14,manufacture of wearing apparel,Number of Factories,2007 - 2008,Uttarakhand,9.0
14,manufacture of wearing apparel,Number of Factories,2008 - 2009,Uttarakhand,9.0
14,manufacture of wearing apparel,Number of Factories,2009 - 2010,Uttarakhand,14.0
14,manufacture of wearing apparel,Number of Factories,2010 - 2011,Uttarakhand,14.0
14,manufacture of wearing apparel,Number of Factories,2011 - 2012,Uttarakhand,12.0
14,manufacture of wearing apparel,Number of Factories,2012 - 2013,Uttarakhand,10.0
14,manufacture of wearing apparel,Number of Factories,2013 - 2014,Uttarakhand,15.0
14,manufacture of wearing apparel,Number of Factories,2014 - 2015,Uttarakhand,12.0
14,manufacture of wearing apparel,Number of Factories,2015 - 2016,Uttarakhand,10.0
14,manufacture of wearing apparel,Number of Factories,2016 - 2017,Uttarakhand,10.0
14,manufacture of wearing apparel,Number of Factories,2017 - 2018,Uttarakhand,8.0
14,manufacture of wearing apparel,Number of Factories,2018 - 2019,Uttarakhand,6.0
14,manufacture of wearing apparel,Number of Factories,2019 - 2020,Uttarakhand,7.0
14,manufacture of wearing apparel,Number of Factories,2020 - 2021,Uttarakhand,6.0
14,manufacture of wearing apparel,Number of Factories,2021 - 2022,Uttarakhand,7.0
14,manufacture of wearing apparel,Number of Factories,2022 - 2023,Uttarakhand,7.0
14,manufacture of wearing apparel,Number of Factories,2023 - 2024,Uttarakhand,7.0
14,manufacture of wearing apparel,Number of Factories,1980 - 1981,West Bengal,99.0
14,manufacture of wearing apparel,Number of Factories,1981 - 1982,West Bengal,106.0
14,manufacture of wearing apparel,Number of Factories,1982 - 1983,West Bengal,82.0
14,manufacture of wearing apparel,Number of Factories,1983 - 1984,West Bengal,73.0
14,manufacture of wearing apparel,Number of Factories,1984 - 1985,West Bengal,69.0
14,manufacture of wearing apparel,Number of Factories,1985 - 1986,West Bengal,87.0
14,manufacture of wearing apparel,Number of Factories,1986 - 1987,West Bengal,69.0
14,manufacture of wearing apparel,Number of Factories,1987 - 1988,West Bengal,76.0
14,manufacture of wearing apparel,Number of Factories,1988 - 1989,West Bengal,77.0
14,manufacture of wearing apparel,Number of Factories,1989 - 1990,West Bengal,47.0
14,manufacture of wearing apparel,Number of Factories,1991 - 1992,West Bengal,40.0
14,manufacture of wearing apparel,Number of Factories,1992 - 1993,West Bengal,43.0
14,manufacture of wearing apparel,Number of Factories,1993 - 1994,West Bengal,54.0
14,manufacture of wearing apparel,Number of Factories,1994 - 1995,West Bengal,36.0
14,manufacture of wearing apparel,Number of Factories,1995 - 1996,West Bengal,48.0
14,manufacture of wearing apparel,Number of Factories,1996 - 1997,West Bengal,52.0
14,manufacture of wearing apparel,Number of Factories,1997 - 1998,West Bengal,29.0
14,manufacture of wearing apparel,Number of Factories,1998 - 1999,West Bengal,62.0
14,manufacture of wearing apparel,Number of Factories,1999 - 2000,West Bengal,59.0
14,manufacture of wearing apparel,Number of Factories,2000 - 2001,West Bengal,56.0
14,manufacture of wearing apparel,Number of Factories,2001 - 2002,West Bengal,62.0
14,manufacture of wearing apparel,Number of Factories,2002 - 2003,West Bengal,54.0
14,manufacture of wearing apparel,Number of Factories,2003 - 2004,West Bengal,60.0
14,manufacture of wearing apparel,Number of Factories,2004 - 2005,West Bengal,64.0
14,manufacture of wearing apparel,Number of Factories,2005 - 2006,West Bengal,74.0
14,manufacture of wearing apparel,Number of Factories,2006 - 2007,West Bengal,54.0
14,manufacture of wearing apparel,Number of Factories,2007 - 2008,West Bengal,71.0
14,manufacture of wearing apparel,Number of Factories,2008 - 2009,West Bengal,63.0
14,manufacture of wearing apparel,Number of Factories,2009 - 2010,West Bengal,98.0
14,manufacture of wearing apparel,Number of Factories,2010 - 2011,West Bengal,106.0
14,manufacture of wearing apparel,Number of Factories,2011 - 2012,West Bengal,108.0
14,manufacture of wearing apparel,Number of Factories,2012 - 2013,West Bengal,133.0
14,manufacture of wearing apparel,Number of Factories,2013 - 2014,West Bengal,202.0
14,manufacture of wearing apparel,Number of Factories,2014 - 2015,West Bengal,192.0
14,manufacture of wearing apparel,Number of Factories,2015 - 2016,West Bengal,249.0
14,manufacture of wearing apparel,Number of Factories,2016 - 2017,West Bengal,263.0
14,manufacture of wearing apparel,Number of Factories,2017 - 2018,West Bengal,244.0
14,manufacture of wearing apparel,Number of Factories,2018 - 2019,West Bengal,285.0
14,manufacture of wearing apparel,Number of Factories,2019 - 2020,West Bengal,346.0
14,manufacture of wearing apparel,Number of Factories,2020 - 2021,West Bengal,404.0
14,manufacture of wearing apparel,Number of Factories,2021 - 2022,West Bengal,400.0
14,manufacture of wearing apparel,Number of Factories,2022 - 2023,West Bengal,486.0
14,manufacture of wearing apparel,Number of Factories,2023 - 2024,West Bengal,442.0
14,manufacture of wearing apparel,Number of Factories,1980 - 1981,Andaman & Nicobar Islands,
14,manufacture of wearing apparel,Number of Factories,1981 - 1982,Andaman & Nicobar Islands,
14,manufacture of wearing apparel,Number of Factories,1982 - 1983,Andaman & Nicobar Islands,
14,manufacture of wearing apparel,Number of Factories,1983 - 1984,Andaman & Nicobar Islands,
14,manufacture of wearing apparel,Number of Factories,1984 - 1985,Andaman & Nicobar Islands,
14,manufacture of wearing apparel,Number of Factories,1985 - 1986,Andaman & Nicobar Islands,
14,manufacture of wearing apparel,Number of Factories,1986 - 1987,Andaman & Nicobar Islands,
14,manufacture of wearing apparel,Number of Factories,1987 - 1988,Andaman & Nicobar Islands,
14,manufacture of wearing apparel,Number of Factories,1988 - 1989,Andaman & Nicobar Islands,
14,manufacture of wearing apparel,Number of Factories,1989 - 1990,Andaman & Nicobar Islands,
14,manufacture of wearing apparel,Number of Factories,1991 - 1992,Andaman & Nicobar Islands,
14,manufacture of wearing apparel,Number of Factories,1992 - 1993,Andaman & Nicobar Islands,
14,manufacture of wearing apparel,Number of Factories,1993 - 1994,Andaman & Nicobar Islands,
14,manufacture of wearing apparel,Number of Factories,1994 - 1995,Andaman & Nicobar Islands,
14,manufacture of wearing apparel,Number of Factories,1995 - 1996,Andaman & Nicobar Islands,
14,manufacture of wearing apparel,Number of Factories,1996 - 1997,Andaman & Nicobar Islands,
14,manufacture of wearing apparel,Number of Factories,1997 - 1998,Andaman & Nicobar Islands,
14,manufacture of wearing apparel,Number of Factories,1998 - 1999,Andaman & Nicobar Islands,
14,manufacture of wearing apparel,Number of Factories,1999 - 2000,Andaman & Nicobar Islands,
14,manufacture of wearing apparel,Number of Factories,2000 - 2001,Andaman & Nicobar Islands,
14,manufacture of wearing apparel,Number of Factories,2001 - 2002,Andaman & Nicobar Islands,
14,manufacture of wearing apparel,Number of Factories,2002 - 2003,Andaman & Nicobar Islands,
14,manufacture of wearing apparel,Number of Factories,2003 - 2004,Andaman & Nicobar Islands,
14,manufacture of wearing apparel,Number of Factories,2004 - 2005,Andaman & Nicobar Islands,
14,manufacture of wearing apparel,Number of Factories,2005 - 2006,Andaman & Nicobar Islands,
14,manufacture of wearing apparel,Number of Factories,2006 - 2007,Andaman & Nicobar Islands,
14,manufacture of wearing apparel,Number of Factories,2007 - 2008,Andaman & Nicobar Islands,
14,manufacture of wearing apparel,Number of Factories,2008 - 2009,Andaman & Nicobar Islands,
14,manufacture of wearing apparel,Number of Factories,2009 - 2010,Andaman & Nicobar Islands,
14,manufacture of wearing apparel,Number of Factories,2010 - 2011,Andaman & Nicobar Islands,
14,manufacture of wearing apparel,Number of Factories,2011 - 2012,Andaman & Nicobar Islands,
14,manufacture of wearing apparel,Number of Factories,2012 - 2013,Andaman & Nicobar Islands,
14,manufacture of wearing apparel,Number of Factories,2013 - 2014,Andaman & Nicobar Islands,
14,manufacture of wearing apparel,Number of Factories,2014 - 2015,Andaman & Nicobar Islands,
14,manufacture of wearing apparel,Number of Factories,2015 - 2016,Andaman & Nicobar Islands,
14,manufacture of wearing apparel,Number of Factories,2016 - 2017,Andaman & Nicobar Islands,
14,manufacture of wearing apparel,Number of Factories,2017 - 2018,Andaman & Nicobar Islands,
14,manufacture of wearing apparel,Number of Factories,2018 - 2019,Andaman & Nicobar Islands,
14,manufacture of wearing apparel,Number of Factories,2019 - 2020,Andaman & Nicobar Islands,
14,manufacture of wearing apparel,Number of Factories,2020 - 2021,Andaman & Nicobar Islands,
14,manufacture of wearing apparel,Number of Factories,2021 - 2022,Andaman & Nicobar Islands,
14,manufacture of wearing apparel,Number of Factories,2022 - 2023,Andaman & Nicobar Islands,
14,manufacture of wearing apparel,Number of Factories,2023 - 2024,Andaman & Nicobar Islands,
14,manufacture of wearing apparel,Number of Factories,1980 - 1981,Chandigarh,
14,manufacture of wearing apparel,Number of Factories,1981 - 1982,Chandigarh,
14,manufacture of wearing apparel,Number of Factories,1982 - 1983,Chandigarh,
14,manufacture of wearing apparel,Number of Factories,1983 - 1984,Chandigarh,
14,manufacture of wearing apparel,Number of Factories,1984 - 1985,Chandigarh,
14,manufacture of wearing apparel,Number of Factories,1985 - 1986,Chandigarh,
14,manufacture of wearing apparel,Number of Factories,1986 - 1987,Chandigarh,
14,manufacture of wearing apparel,Number of Factories,1987 - 1988,Chandigarh,
14,manufacture of wearing apparel,Number of Factories,1988 - 1989,Chandigarh,
14,manufacture of wearing apparel,Number of Factories,1989 - 1990,Chandigarh,
14,manufacture of wearing apparel,Number of Factories,1991 - 1992,Chandigarh,
14,manufacture of wearing apparel,Number of Factories,1992 - 1993,Chandigarh,
14,manufacture of wearing apparel,Number of Factories,1993 - 1994,Chandigarh,
14,manufacture of wearing apparel,Number of Factories,1994 - 1995,Chandigarh,
14,manufacture of wearing apparel,Number of Factories,1995 - 1996,Chandigarh,
14,manufacture of wearing apparel,Number of Factories,1996 - 1997,Chandigarh,
14,manufacture of wearing apparel,Number of Factories,1997 - 1998,Chandigarh,
14,manufacture of wearing apparel,Number of Factories,1998 - 1999,Chandigarh,3.0
14,manufacture of wearing apparel,Number of Factories,1999 - 2000,Chandigarh,
14,manufacture of wearing apparel,Number of Factories,2000 - 2001,Chandigarh,
14,manufacture of wearing apparel,Number of Factories,2001 - 2002,Chandigarh,
14,manufacture of wearing apparel,Number of Factories,2002 - 2003,Chandigarh,
14,manufacture of wearing apparel,Number of Factories,2003 - 2004,Chandigarh,
14,manufacture of wearing apparel,Number of Factories,2004 - 2005,Chandigarh,
14,manufacture of wearing apparel,Number of Factories,2005 - 2006,Chandigarh,
14,manufacture of wearing apparel,Number of Factories,2006 - 2007,Chandigarh,
14,manufacture of wearing apparel,Number of Factories,2007 - 2008,Chandigarh,
14,manufacture of wearing apparel,Number of Factories,2008 - 2009,Chandigarh,
14,manufacture of wearing apparel,Number of Factories,2009 - 2010,Chandigarh,
14,manufacture of wearing apparel,Number of Factories,2010 - 2011,Chandigarh,
14,manufacture of wearing apparel,Number of Factories,2011 - 2012,Chandigarh,
14,manufacture of wearing apparel,Number of Factories,2012 - 2013,Chandigarh,
14,manufacture of wearing apparel,Number of Factories,2013 - 2014,Chandigarh,
14,manufacture of wearing apparel,Number of Factories,2014 - 2015,Chandigarh,
14,manufacture of wearing apparel,Number of Factories,2015 - 2016,Chandigarh,
14,manufacture of wearing apparel,Number of Factories,2016 - 2017,Chandigarh,
14,manufacture of wearing apparel,Number of Factories,2017 - 2018,Chandigarh,
14,manufacture of wearing apparel,Number of Factories,2018 - 2019,Chandigarh,
14,manufacture of wearing apparel,Number of Factories,2019 - 2020,Chandigarh,
14,manufacture of wearing apparel,Number of Factories,2020 - 2021,Chandigarh,
14,manufacture of wearing apparel,Number of Factories,2021 - 2022,Chandigarh,
14,manufacture of wearing apparel,Number of Factories,2022 - 2023,Chandigarh,
14,manufacture of wearing apparel,Number of Factories,2023 - 2024,Chandigarh,
14,manufacture of wearing apparel,Number of Factories,1980 - 1981,Dadra & Nagar Haveli,
14,manufacture of wearing apparel,Number of Factories,1981 - 1982,Dadra & Nagar Haveli,
14,manufacture of wearing apparel,Number of Factories,1982 - 1983,Dadra & Nagar Haveli,
14,manufacture of wearing apparel,Number of Factories,1983 - 1984,Dadra & Nagar Haveli,
14,manufacture of wearing apparel,Number of Factories,1984 - 1985,Dadra & Nagar Haveli,
14,manufacture of wearing apparel,Number of Factories,1985 - 1986,Dadra & Nagar Haveli,
14,manufacture of wearing apparel,Number of Factories,1986 - 1987,Dadra & Nagar Haveli,
14,manufacture of wearing apparel,Number of Factories,1987 - 1988,Dadra & Nagar Haveli,
14,manufacture of wearing apparel,Number of Factories,1988 - 1989,Dadra & Nagar Haveli,
14,manufacture of wearing apparel,Number of Factories,1989 - 1990,Dadra & Nagar Haveli,
14,manufacture of wearing apparel,Number of Factories,1991 - 1992,Dadra & Nagar Haveli,
14,manufacture of wearing apparel,Number of Factories,1992 - 1993,Dadra & Nagar Haveli,
14,manufacture of wearing apparel,Number of Factories,1993 - 1994,Dadra & Nagar Haveli,
14,manufacture of wearing apparel,Number of Factories,1994 - 1995,Dadra & Nagar Haveli,
14,manufacture of wearing apparel,Number of Factories,1995 - 1996,Dadra & Nagar Haveli,5.0
14,manufacture of wearing apparel,Number of Factories,1996 - 1997,Dadra & Nagar Haveli,4.0
14,manufacture of wearing apparel,Number of Factories,1997 - 1998,Dadra & Nagar Haveli,
14,manufacture of wearing apparel,Number of Factories,1998 - 1999,Dadra & Nagar Haveli,3.0
14,manufacture of wearing apparel,Number of Factories,1999 - 2000,Dadra & Nagar Haveli,17.0
14,manufacture of wearing apparel,Number of Factories,2000 - 2001,Dadra & Nagar Haveli,9.0
14,manufacture of wearing apparel,Number of Factories,2001 - 2002,Dadra & Nagar Haveli,25.0
14,manufacture of wearing apparel,Number of Factories,2002 - 2003,Dadra & Nagar Haveli,22.0
14,manufacture of wearing apparel,Number of Factories,2003 - 2004,Dadra & Nagar Haveli,21.0
14,manufacture of wearing apparel,Number of Factories,2004 - 2005,Dadra & Nagar Haveli,16.0
14,manufacture of wearing apparel,Number of Factories,2005 - 2006,Dadra & Nagar Haveli,16.0
14,manufacture of wearing apparel,Number of Factories,2006 - 2007,Dadra & Nagar Haveli,24.0
14,manufacture of wearing apparel,Number of Factories,2007 - 2008,Dadra & Nagar Haveli,13.0
14,manufacture of wearing apparel,Number of Factories,2008 - 2009,Dadra & Nagar Haveli,8.0
14,manufacture of wearing apparel,Number of Factories,2009 - 2010,Dadra & Nagar Haveli,6.0
14,manufacture of wearing apparel,Number of Factories,2010 - 2011,Dadra & Nagar Haveli,8.0
14,manufacture of wearing apparel,Number of Factories,2011 - 2012,Dadra & Nagar Haveli,8.0
14,manufacture of wearing apparel,Number of Factories,2012 - 2013,Dadra & Nagar Haveli,6.0
14,manufacture of wearing apparel,Number of Factories,2013 - 2014,Dadra & Nagar Haveli,6.0
14,manufacture of wearing apparel,Number of Factories,2014 - 2015,Dadra & Nagar Haveli,7.0
14,manufacture of wearing apparel,Number of Factories,2015 - 2016,Dadra & Nagar Haveli,6.0
14,manufacture of wearing apparel,Number of Factories,2016 - 2017,Dadra & Nagar Haveli,7.0
14,manufacture of wearing apparel,Number of Factories,2017 - 2018,Dadra & Nagar Haveli,5.0
14,manufacture of wearing apparel,Number of Factories,2018 - 2019,Dadra & Nagar Haveli,6.0
14,manufacture of wearing apparel,Number of Factories,2019 - 2020,Dadra & Nagar Haveli,6.0
14,manufacture of wearing apparel,Number of Factories,2020 - 2021,Dadra & Nagar Haveli,
14,manufacture of wearing apparel,Number of Factories,2021 - 2022,Dadra & Nagar Haveli,
14,manufacture of wearing apparel,Number of Factories,2022 - 2023,Dadra & Nagar Haveli,
14,manufacture of wearing apparel,Number of Factories,2023 - 2024,Dadra & Nagar Haveli,
14,manufacture of wearing apparel,Number of Factories,1980 - 1981,Daman & Diu,
14,manufacture of wearing apparel,Number of Factories,1981 - 1982,Daman & Diu,
14,manufacture of wearing apparel,Number of Factories,1982 - 1983,Daman & Diu,
14,manufacture of wearing apparel,Number of Factories,1983 - 1984,Daman & Diu,
14,manufacture of wearing apparel,Number of Factories,1984 - 1985,Daman & Diu,
14,manufacture of wearing apparel,Number of Factories,1985 - 1986,Daman & Diu,
14,manufacture of wearing apparel,Number of Factories,1986 - 1987,Daman & Diu,
14,manufacture of wearing apparel,Number of Factories,1987 - 1988,Daman & Diu,
14,manufacture of wearing apparel,Number of Factories,1988 - 1989,Daman & Diu,
14,manufacture of wearing apparel,Number of Factories,1989 - 1990,Daman & Diu,
14,manufacture of wearing apparel,Number of Factories,1991 - 1992,Daman & Diu,
14,manufacture of wearing apparel,Number of Factories,1992 - 1993,Daman & Diu,
14,manufacture of wearing apparel,Number of Factories,1993 - 1994,Daman & Diu,
14,manufacture of wearing apparel,Number of Factories,1994 - 1995,Daman & Diu,3.0
14,manufacture of wearing apparel,Number of Factories,1995 - 1996,Daman & Diu,6.0
14,manufacture of wearing apparel,Number of Factories,1996 - 1997,Daman & Diu,4.0
14,manufacture of wearing apparel,Number of Factories,1997 - 1998,Daman & Diu,4.0
14,manufacture of wearing apparel,Number of Factories,1998 - 1999,Daman & Diu,21.0
14,manufacture of wearing apparel,Number of Factories,1999 - 2000,Daman & Diu,7.0
14,manufacture of wearing apparel,Number of Factories,2000 - 2001,Daman & Diu,11.0
14,manufacture of wearing apparel,Number of Factories,2001 - 2002,Daman & Diu,29.0
14,manufacture of wearing apparel,Number of Factories,2002 - 2003,Daman & Diu,62.0
14,manufacture of wearing apparel,Number of Factories,2003 - 2004,Daman & Diu,22.0
14,manufacture of wearing apparel,Number of Factories,2004 - 2005,Daman & Diu,33.0
14,manufacture of wearing apparel,Number of Factories,2005 - 2006,Daman & Diu,32.0
14,manufacture of wearing apparel,Number of Factories,2006 - 2007,Daman & Diu,28.0
14,manufacture of wearing apparel,Number of Factories,2007 - 2008,Daman & Diu,21.0
14,manufacture of wearing apparel,Number of Factories,2008 - 2009,Daman & Diu,17.0
14,manufacture of wearing apparel,Number of Factories,2009 - 2010,Daman & Diu,15.0
14,manufacture of wearing apparel,Number of Factories,2010 - 2011,Daman & Diu,29.0
14,manufacture of wearing apparel,Number of Factories,2011 - 2012,Daman & Diu,29.0
14,manufacture of wearing apparel,Number of Factories,2012 - 2013,Daman & Diu,29.0
14,manufacture of wearing apparel,Number of Factories,2013 - 2014,Daman & Diu,22.0
14,manufacture of wearing apparel,Number of Factories,2014 - 2015,Daman & Diu,36.0
14,manufacture of wearing apparel,Number of Factories,2015 - 2016,Daman & Diu,29.0
14,manufacture of wearing apparel,Number of Factories,2016 - 2017,Daman & Diu,28.0
14,manufacture of wearing apparel,Number of Factories,2017 - 2018,Daman & Diu,33.0
14,manufacture of wearing apparel,Number of Factories,2018 - 2019,Daman & Diu,32.0
14,manufacture of wearing apparel,Number of Factories,2019 - 2020,Daman & Diu,32.0
14,manufacture of wearing apparel,Number of Factories,2020 - 2021,Daman & Diu,
14,manufacture of wearing apparel,Number of Factories,2021 - 2022,Daman & Diu,
14,manufacture of wearing apparel,Number of Factories,2022 - 2023,Daman & Diu,
14,manufacture of wearing apparel,Number of Factories,2023 - 2024,Daman & Diu,
14,manufacture of wearing apparel,Number of Factories,1980 - 1981,"Goa, Daman & Diu",3.0
14,manufacture of wearing apparel,Number of Factories,1981 - 1982,"Goa, Daman & Diu",3.0
14,manufacture of wearing apparel,Number of Factories,1982 - 1983,"Goa, Daman & Diu",4.0
14,manufacture of wearing apparel,Number of Factories,1983 - 1984,"Goa, Daman & Diu",4.0
14,manufacture of wearing apparel,Number of Factories,1984 - 1985,"Goa, Daman & Diu",3.0
14,manufacture of wearing apparel,Number of Factories,1985 - 1986,"Goa, Daman & Diu",3.0
14,manufacture of wearing apparel,Number of Factories,1986 - 1987,"Goa, Daman & Diu",5.0
14,manufacture of wearing apparel,Number of Factories,1987 - 1988,"Goa, Daman & Diu",5.0
14,manufacture of wearing apparel,Number of Factories,1988 - 1989,"Goa, Daman & Diu",6.0
14,manufacture of wearing apparel,Number of Factories,1989 - 1990,"Goa, Daman & Diu",
14,manufacture of wearing apparel,Number of Factories,1991 - 1992,"Goa, Daman & Diu",
14,manufacture of wearing apparel,Number of Factories,1992 - 1993,"Goa, Daman & Diu",
14,manufacture of wearing apparel,Number of Factories,1993 - 1994,"Goa, Daman & Diu",
14,manufacture of wearing apparel,Number of Factories,1994 - 1995,"Goa, Daman & Diu",
14,manufacture of wearing apparel,Number of Factories,1995 - 1996,"Goa, Daman & Diu",
14,manufacture of wearing apparel,Number of Factories,1996 - 1997,"Goa, Daman & Diu",
14,manufacture of wearing apparel,Number of Factories,1997 - 1998,"Goa, Daman & Diu",
14,manufacture of wearing apparel,Number of Factories,1998 - 1999,"Goa, Daman & Diu",
14,manufacture of wearing apparel,Number of Factories,1999 - 2000,"Goa, Daman & Diu",
14,manufacture of wearing apparel,Number of Factories,2000 - 2001,"Goa, Daman & Diu",
14,manufacture of wearing apparel,Number of Factories,2001 - 2002,"Goa, Daman & Diu",
14,manufacture of wearing apparel,Number of Factories,2002 - 2003,"Goa, Daman & Diu",
14,manufacture of wearing apparel,Number of Factories,2003 - 2004,"Goa, Daman & Diu",
14,manufacture of wearing apparel,Number of Factories,2004 - 2005,"Goa, Daman & Diu",
14,manufacture of wearing apparel,Number of Factories,2005 - 2006,"Goa, Daman & Diu",
14,manufacture of wearing apparel,Number of Factories,2006 - 2007,"Goa, Daman & Diu",
14,manufacture of wearing apparel,Number of Factories,2007 - 2008,"Goa, Daman & Diu",
14,manufacture of wearing apparel,Number of Factories,2008 - 2009,"Goa, Daman & Diu",
14,manufacture of wearing apparel,Number of Factories,2009 - 2010,"Goa, Daman & Diu",
14,manufacture of wearing apparel,Number of Factories,2010 - 2011,"Goa, Daman & Diu",
14,manufacture of wearing apparel,Number of Factories,2011 - 2012,"Goa, Daman & Diu",
14,manufacture of wearing apparel,Number of Factories,2012 - 2013,"Goa, Daman & Diu",
14,manufacture of wearing apparel,Number of Factories,2013 - 2014,"Goa, Daman & Diu",
14,manufacture of wearing apparel,Number of Factories,2014 - 2015,"Goa, Daman & Diu",
14,manufacture of wearing apparel,Number of Factories,2015 - 2016,"Goa, Daman & Diu",
14,manufacture of wearing apparel,Number of Factories,2016 - 2017,"Goa, Daman & Diu",
14,manufacture of wearing apparel,Number of Factories,2017 - 2018,"Goa, Daman & Diu",
14,manufacture of wearing apparel,Number of Factories,2018 - 2019,"Goa, Daman & Diu",
14,manufacture of wearing apparel,Number of Factories,2019 - 2020,"Goa, Daman & Diu",
14,manufacture of wearing apparel,Number of Factories,2020 - 2021,"Goa, Daman & Diu",
14,manufacture of wearing apparel,Number of Factories,2021 - 2022,"Goa, Daman & Diu",
14,manufacture of wearing apparel,Number of Factories,2022 - 2023,"Goa, Daman & Diu",
14,manufacture of wearing apparel,Number of Factories,2023 - 2024,"Goa, Daman & Diu",
